PO_ID,PO_Line_ID,Supplier_ID,Product_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Received_Quantity,Planned_Unit_Cost,Actual_Unit_Cost,PO_Status
PO018040,PO018040-L5,S039,P0198,2023-01-06,2023-01-13,2023-01-13,194,192,954.01,967.5,Completed
PO018041,PO018041-L1,S039,P0022,2023-01-07,2023-01-10,2023-01-25,241,230,9406.75,9141.95,Completed
PO018041,PO018041-L2,S039,P0029,2023-01-07,2023-01-10,2023-01-25,1052,819,2057.72,1969.31,Completed
PO018041,PO018041-L3,S039,P0198,2023-01-07,2023-01-10,2023-01-25,588,471,959.92,925.5,Completed
PO018042,PO018042-L1,S039,P0198,2023-01-08,2023-01-11,2023-01-09,708,603,935.89,902.92,Completed
PO018042,PO018042-L2,S039,P0108,2023-01-08,2023-01-11,2023-01-09,292,264,365.23,352.94,Completed
PO018042,PO018042-L3,S039,P0022,2023-01-08,2023-01-11,2023-01-09,208,181,9416.84,8621.51,Completed
PO018042,PO018042-L4,S039,P0029,2023-01-08,2023-01-11,2023-01-09,1018,888,2107.91,2039.8,Completed
PO018042,PO018042-L5,S039,P0105,2023-01-08,2023-01-11,2023-01-09,1177,1010,1926.75,1925.81,Completed
PO018043,PO018043-L1,S039,P0133,2023-01-08,2023-01-14,2023-01-21,1150,849,20505.07,19399.47,Completed
PO018043,PO018043-L2,S039,P0117,2023-01-08,2023-01-14,2023-01-21,475,380,8267.66,7805.12,Completed
PO018043,PO018043-L3,S039,P0105,2023-01-08,2023-01-14,2023-01-21,213,184,1928.07,1982.56,Completed
PO018043,PO018043-L4,S039,P0198,2023-01-08,2023-01-14,2023-01-21,163,137,918.2,905.24,Completed
PO018044,PO018044-L1,S039,P0117,2023-01-10,2023-01-16,2023-01-15,353,319,8630.77,8661.88,Completed
PO018044,PO018044-L2,S039,P0105,2023-01-10,2023-01-16,2023-01-15,426,437,1989.64,1998.58,Completed
PO018045,PO018045-L1,S039,P0105,2023-01-10,2023-01-15,2023-02-28,446,352,1991.63,1953.62,Completed
PO018046,PO018046-L1,S039,P0108,2023-01-10,2023-01-20,2023-01-19,102,90,367.84,362.01,Completed
PO018047,PO018047-L1,S039,P0105,2023-01-10,2023-01-13,2023-01-11,1023,1052,1962.26,1966.11,Completed
PO018047,PO018047-L2,S039,P0117,2023-01-10,2023-01-13,2023-01-11,1237,1065,8258.73,8890.1,Completed
PO018048,PO018048-L1,S039,P0108,2023-01-10,2023-01-14,2023-02-12,332,308,380.46,364.81,Completed
PO018048,PO018048-L2,S039,P0193,2023-01-10,2023-01-14,2023-02-12,354,341,824.23,809.84,Completed
PO018048,PO018048-L3,S039,P0198,2023-01-10,2023-01-14,2023-02-12,444,403,945.4,1015.94,Completed
PO018048,PO018048-L4,S039,P0133,2023-01-10,2023-01-14,2023-02-12,532,462,21193.94,19536.42,Completed
PO018048,PO018048-L5,S039,P0029,2023-01-10,2023-01-14,2023-02-12,1036,842,2086.75,2002.91,Completed
PO018048,PO018048-L6,S039,P0117,2023-01-10,2023-01-14,2023-02-12,1419,1186,8293.53,8420.5,Completed
PO018048,PO018048-L7,S039,P0022,2023-01-10,2023-01-14,2023-02-12,259,244,9540.54,10085.36,Completed
PO018049,PO018049-L1,S039,P0133,2023-01-12,2023-01-16,2023-01-14,528,471,20976.97,20631.24,Completed
PO018049,PO018049-L2,S039,P0131,2023-01-12,2023-01-16,2023-01-14,671,623,2959.08,2907.4,Completed
PO018049,PO018049-L3,S039,P0029,2023-01-12,2023-01-16,2023-01-14,162,151,2085.73,2048.32,Completed
PO018049,PO018049-L4,S039,P0022,2023-01-12,2023-01-16,2023-01-14,1037,963,9387.14,9296.55,Completed
PO018050,PO018050-L1,S039,P0131,2023-01-14,2023-01-22,2023-01-24,1217,1119,2869.78,2741.63,Completed
PO018050,PO018050-L2,S039,P0193,2023-01-14,2023-01-22,2023-01-24,1416,1185,823.74,966.78,Completed
PO018050,PO018050-L3,S039,P0117,2023-01-14,2023-01-22,2023-01-24,204,178,8494.61,8241.73,Completed
PO018050,PO018050-L4,S039,P0198,2023-01-14,2023-01-22,2023-01-24,532,457,931.63,969.26,Completed
PO018050,PO018050-L5,S039,P0133,2023-01-14,2023-01-22,2023-01-24,681,517,20480.53,20399.26,Completed
PO018051,PO018051-L1,S039,P0105,2023-01-16,2023-01-19,2023-01-20,372,324,2008.21,1932.58,Completed
PO018051,PO018051-L2,S039,P0131,2023-01-16,2023-01-19,2023-01-20,1412,1266,2888.27,2907.54,Completed
PO018051,PO018051-L3,S039,P0108,2023-01-16,2023-01-19,2023-01-20,109,88,375.72,365.63,Completed
PO018051,PO018051-L4,S039,P0193,2023-01-16,2023-01-19,2023-01-20,508,459,850.36,838.89,Completed
PO018052,PO018052-L1,S039,P0133,2023-01-17,2023-01-23,2023-02-04,158,146,21327.4,20649.79,Completed
PO018052,PO018052-L2,S039,P0108,2023-01-17,2023-01-23,2023-02-04,117,97,366.25,401.14,Completed
PO018052,PO018052-L3,S039,P0198,2023-01-17,2023-01-23,2023-02-04,1136,1031,944.4,930.48,Completed
PO018052,PO018052-L4,S039,P0022,2023-01-17,2023-01-23,2023-02-04,1126,977,9339.11,9074.76,Completed
PO018052,PO018052-L5,S039,P0029,2023-01-17,2023-01-23,2023-02-04,197,170,2083.05,2167.13,Completed
PO018052,PO018052-L6,S039,P0131,2023-01-17,2023-01-23,2023-02-04,265,228,2977.22,3012.94,Completed
PO018053,PO018053-L1,S039,P0193,2023-01-17,2023-01-24,2023-01-22,978,785,806.24,815.66,Completed
PO018053,PO018053-L2,S039,P0133,2023-01-17,2023-01-24,2023-01-22,1169,968,20968.73,20055.38,Completed
PO018053,PO018053-L3,S039,P0117,2023-01-17,2023-01-24,2023-01-22,773,687,8317.26,8019.01,Completed
PO018053,PO018053-L4,S039,P0198,2023-01-17,2023-01-24,2023-01-22,536,398,922.72,972.61,Completed
PO018054,PO018054-L1,S039,P0022,2023-01-18,2023-01-22,2023-01-21,792,643,9273.83,9515.59,Completed
PO018054,PO018054-L2,S039,P0131,2023-01-18,2023-01-22,2023-01-21,81,61,2925.95,2927.92,Completed
PO018054,PO018054-L3,S039,P0117,2023-01-18,2023-01-22,2023-01-21,637,585,8335.1,8129.5,Completed
PO018055,PO018055-L1,S039,P0198,2023-01-18,2023-01-29,2023-02-01,277,225,969.22,1002.27,Completed
PO018055,PO018055-L2,S039,P0131,2023-01-18,2023-01-29,2023-02-01,1043,867,2965.78,3053.51,Completed
PO018055,PO018055-L3,S039,P0029,2023-01-18,2023-01-29,2023-02-01,522,457,2034.4,1969.91,Completed
PO018055,PO018055-L4,S039,P0108,2023-01-18,2023-01-29,2023-02-01,849,734,366.84,357.81,Completed
PO018055,PO018055-L5,S039,P0105,2023-01-18,2023-01-29,2023-02-01,597,539,1923.83,1964.67,Completed
PO018056,PO018056-L1,S039,P0133,2023-01-18,2023-01-22,,1437,0,20676.76,,Cancelled
PO018056,PO018056-L2,S039,P0131,2023-01-18,2023-01-22,,1311,0,2957.47,,Cancelled
PO018056,PO018056-L3,S039,P0193,2023-01-18,2023-01-22,,1009,0,818.88,,Cancelled
PO018056,PO018056-L4,S039,P0029,2023-01-18,2023-01-22,,864,0,2085.54,,Cancelled
PO018056,PO018056-L5,S039,P0108,2023-01-18,2023-01-22,,894,0,365.37,,Cancelled
PO018057,PO018057-L1,S039,P0131,2023-01-19,2023-01-26,2023-02-01,866,851,2909.97,2951.16,Completed
PO018058,PO018058-L1,S039,P0029,2023-01-20,2023-01-24,2023-02-06,139,116,2074.98,2166.16,Completed
PO018058,PO018058-L2,S039,P0133,2023-01-20,2023-01-24,2023-02-06,1183,988,21536.88,23629.0,Completed
PO018058,PO018058-L3,S039,P0131,2023-01-20,2023-01-24,2023-02-06,77,70,3006.66,3922.31,Completed
PO018058,PO018058-L4,S039,P0108,2023-01-20,2023-01-24,2023-02-06,1233,1118,379.35,379.63,Completed
PO018058,PO018058-L5,S039,P0105,2023-01-20,2023-01-24,2023-02-06,1080,965,1973.64,1906.59,Completed
PO018058,PO018058-L6,S039,P0193,2023-01-20,2023-01-24,2023-02-06,1013,790,811.6,818.59,Completed
PO018058,PO018058-L7,S039,P0117,2023-01-20,2023-01-24,2023-02-06,330,299,8318.2,8363.64,Completed
PO018059,PO018059-L1,S039,P0131,2023-01-22,2023-01-28,2023-01-31,984,869,2901.42,2910.07,Completed
PO018059,PO018059-L2,S039,P0108,2023-01-22,2023-01-28,2023-01-31,961,-1,366.06,361.92,Completed
PO018059,PO018059-L3,S039,P0022,2023-01-22,2023-01-28,2023-01-31,642,561,9388.46,9194.0,Completed
PO018059,PO018059-L4,S039,P0105,2023-01-22,2023-01-28,2023-01-31,227,184,1987.75,2063.68,Completed
PO018059,PO018059-L5,S039,P0133,2023-01-22,2023-01-28,2023-01-31,396,364,21526.13,20369.34,Completed
PO018059,PO018059-L6,S039,P0193,2023-01-22,2023-01-28,2023-01-31,356,330,850.54,871.41,Completed
PO018059,PO018059-L7,S039,P0117,2023-01-22,2023-01-28,2023-01-31,205,-1,8590.6,8692.7,Completed
PO018060,PO018060-L1,S039,P0117,2023-01-22,2023-01-31,2023-02-01,189,189,8559.77,8635.88,Completed
PO018060,PO018060-L2,S039,P0029,2023-01-22,2023-01-31,2023-02-01,336,280,2128.27,2106.74,Completed
PO018060,PO018060-L3,S039,P0193,2023-01-22,2023-01-31,2023-02-01,936,875,817.24,814.47,Completed
PO018060,PO018060-L4,S039,P0131,2023-01-22,2023-01-31,2023-02-01,260,228,2989.64,2963.34,Completed
PO018060,PO018060-L5,S039,P0198,2023-01-22,2023-01-31,2023-02-01,346,305,947.29,923.22,Completed
PO018061,PO018061-L1,S039,P0108,2023-01-23,2023-01-30,2023-01-28,1172,1149,368.34,379.09,Completed
PO018061,PO018061-L2,S039,P0133,2023-01-23,2023-01-30,2023-01-28,693,625,21006.21,19612.69,Completed
PO018061,PO018061-L3,S039,P0117,2023-01-23,2023-01-30,2023-01-28,699,651,8339.62,8506.1,Completed
PO018061,PO018061-L4,S039,P0193,2023-01-23,2023-01-30,2023-01-28,303,257,832.28,803.37,Completed
PO018062,PO018062-L1,S039,P0117,2023-01-23,2023-01-29,2023-02-01,588,543,8348.2,8490.7,Completed
PO018062,PO018062-L2,S039,P0198,2023-01-23,2023-01-29,2023-02-01,1464,1294,932.8,973.02,Completed
PO018062,PO018062-L3,S039,P0105,2023-01-23,2023-01-29,2023-02-01,884,742,1973.93,1925.18,Completed
PO018062,PO018062-L4,S039,P0133,2023-01-23,2023-01-29,2023-02-01,1410,1292,21513.36,22066.04,Completed
PO018062,PO018062-L5,S039,P0022,2023-01-23,2023-01-29,2023-02-01,874,770,9180.35,9190.36,Completed
PO018063,PO018063-L1,S039,P0117,2023-01-25,2023-02-02,2023-02-06,1187,1164,8369.93,8297.48,Completed
PO018063,PO018063-L2,S039,P0029,2023-01-25,2023-02-02,2023-02-06,666,574,2051.48,2121.65,Completed
PO018063,PO018063-L3,S039,P0108,2023-01-25,2023-02-02,2023-02-06,495,486,367.11,376.2,Completed
PO018063,PO018063-L4,S039,P0105,2023-01-25,2023-02-02,2023-02-06,616,515,1995.94,2027.79,Completed
PO018064,PO018064-L1,S039,P0133,2023-01-27,2023-01-30,2023-01-29,942,837,21419.98,21402.27,Completed
PO018064,PO018064-L2,S039,P0029,2023-01-27,2023-01-30,2023-01-29,335,292,2070.02,2115.71,Completed
PO018064,PO018064-L3,S039,P0022,2023-01-27,2023-01-30,2023-01-29,248,210,9571.95,9159.45,Completed
PO018064,PO018064-L4,S039,P0131,2023-01-27,2023-01-30,2023-01-29,1187,861,2929.14,2993.96,Completed
PO018064,PO018064-L5,S039,P0198,2023-01-27,2023-01-30,2023-01-29,631,574,926.75,1005.77,Completed
PO018064,PO018064-L6,S039,P0105,2023-01-27,2023-01-30,2023-01-29,169,159,1926.8,2141.93,Completed
PO018064,PO018064-L7,S039,P0108,2023-01-27,2023-01-30,2023-01-29,346,331,371.25,361.31,Completed
PO018065,PO018065-L1,S039,P0117,2023-01-29,2023-02-05,2023-02-05,1090,991,8223.7,8170.14,Completed
PO018065,PO018065-L2,S039,P0131,2023-01-29,2023-02-05,2023-02-05,801,665,2967.19,3068.0,Completed
PO018065,PO018065-L3,S039,P0193,2023-01-29,2023-02-05,2023-02-05,1187,1060,811.55,795.35,Completed
PO018065,PO018065-L4,S039,P0108,2023-01-29,2023-02-05,2023-02-05,1276,1080,374.27,349.43,Completed
PO018065,PO018065-L5,S039,P0022,2023-01-29,2023-02-05,2023-02-05,297,281,9301.87,9237.35,Completed
PO018065,PO018065-L6,S039,P0105,2023-01-29,2023-02-05,2023-02-05,698,581,1956.19,2109.71,Completed
PO018065,PO018065-L7,S039,P0198,2023-01-29,2023-02-05,2023-02-05,1036,875,930.77,873.28,Completed
PO018066,PO018066-L1,S039,P0117,2023-01-29,2023-02-03,2023-02-18,475,448,8675.96,8798.27,Completed
PO018066,PO018066-L2,S039,P0131,2023-01-29,2023-02-03,2023-02-18,1193,1023,2915.88,3074.11,Completed
PO018067,PO018067-L1,S039,P0108,2023-01-31,2023-02-02,2023-02-03,830,681,385.03,397.16,Completed
PO018067,PO018067-L2,S039,P0131,2023-01-31,2023-02-02,2023-02-03,896,876,3006.98,3114.83,Completed
PO018067,PO018067-L3,S039,P0022,2023-01-31,2023-02-02,2023-02-03,328,287,9165.32,10682.86,Completed
PO018067,PO018067-L4,S039,P0105,2023-01-31,2023-02-02,2023-02-03,698,724,1946.65,2009.61,Completed
PO018067,PO018067-L5,S039,P0193,2023-01-31,2023-02-02,2023-02-03,799,662,822.72,851.75,Completed
PO018068,PO018068-L1,S039,P0105,2023-02-01,2023-02-07,2023-03-16,180,161,2015.27,1886.77,Completed
PO018068,PO018068-L2,S039,P0131,2023-02-01,2023-02-07,2023-03-16,1346,1180,2943.21,3662.62,Completed
PO018068,PO018068-L3,S039,P0022,2023-02-01,2023-02-07,2023-03-16,886,848,9629.88,9498.08,Completed
PO018068,PO018068-L4,S039,P0108,2023-02-01,2023-02-07,2023-03-16,1265,983,383.6,395.3,Completed
PO018068,PO018068-L5,S039,P0029,2023-02-01,2023-02-07,2023-03-16,962,823,2099.49,1916.95,Completed
PO018068,PO018068-L6,S039,P0117,2023-02-01,2023-02-07,2023-03-16,578,502,8318.66,7459.31,Completed
PO018068,PO018068-L7,S039,P0133,2023-02-01,2023-02-07,2023-03-16,1053,855,21453.92,21397.55,Completed
PO018069,PO018069-L1,S039,P0198,2023-02-01,2023-02-06,2023-02-10,884,799,942.78,1203.32,Completed
PO018069,PO018069-L2,S039,P0133,2023-02-01,2023-02-06,2023-02-10,735,610,21115.67,20302.78,Completed
PO018069,PO018069-L3,S039,P0105,2023-02-01,2023-02-06,2023-02-10,194,176,2018.91,1983.77,Completed
PO018069,PO018069-L4,S039,P0029,2023-02-01,2023-02-06,2023-02-10,1188,999,2068.3,2129.6,Completed
PO018069,PO018069-L5,S039,P0022,2023-02-01,2023-02-06,2023-02-10,382,324,9460.86,9286.76,Completed
PO018070,PO018070-L1,S039,P0133,2023-02-02,2023-02-05,,1317,0,21382.51,,Cancelled
PO018070,PO018070-L2,S039,P0029,2023-02-02,2023-02-05,,1215,0,2116.98,,Cancelled
PO018071,PO018071-L1,S039,P0133,2023-02-02,2023-02-06,,59,0,20834.4,,Open
PO018071,PO018071-L2,S039,P0131,2023-02-02,2023-02-06,,1106,0,2870.4,,Open
PO018072,PO018072-L1,S039,P0117,2023-02-04,2023-02-12,2023-02-13,704,586,8431.83,8598.61,Completed
PO018072,PO018072-L2,S039,P0029,2023-02-04,2023-02-12,2023-02-13,509,407,2110.05,2035.58,Completed
PO018072,PO018072-L3,S039,P0108,2023-02-04,2023-02-12,2023-02-13,377,320,378.93,368.5,Completed
PO018073,PO018073-L1,S039,P0105,2023-02-05,2023-02-09,2023-02-13,124,111,1984.86,2204.98,Completed
PO018073,PO018073-L2,S039,P0193,2023-02-05,2023-02-09,2023-02-13,351,320,810.23,782.57,Completed
PO018074,PO018074-L1,S039,P0131,2023-02-07,2023-02-15,2023-02-14,1420,1248,2848.35,3625.56,Completed
PO018074,PO018074-L2,S039,P0117,2023-02-07,2023-02-15,2023-02-14,814,806,8664.38,9332.59,Completed
PO018074,PO018074-L3,S039,P0105,2023-02-07,2023-02-15,2023-02-14,289,239,1997.9,1970.3,Completed
PO018074,PO018074-L4,S039,P0108,2023-02-07,2023-02-15,2023-02-14,1495,1247,367.98,386.79,Completed
PO018074,PO018074-L5,S039,P0198,2023-02-07,2023-02-15,2023-02-14,345,310,938.72,925.26,Completed
PO018074,PO018074-L6,S039,P0029,2023-02-07,2023-02-15,2023-02-14,1112,869,2054.25,2071.56,Completed
PO018075,PO018075-L1,S039,P0198,2023-02-07,2023-02-16,2023-03-01,149,118,958.67,987.61,Completed
PO018075,PO018075-L2,S039,P0029,2023-02-07,2023-02-16,2023-03-01,640,524,2128.71,2135.76,Completed
PO018075,PO018075-L3,S039,P0117,2023-02-07,2023-02-16,2023-03-01,424,322,8627.71,8725.98,Completed
PO018075,PO018075-L4,S039,P0022,2023-02-07,2023-02-16,2023-03-01,471,423,9332.62,9140.0,Completed
PO018075,PO018075-L5,S039,P0131,2023-02-07,2023-02-16,2023-03-01,1373,1198,2979.74,3200.01,Completed
PO018076,PO018076-L1,S039,P0133,2023-02-07,2023-02-12,2023-02-14,1080,973,20437.63,19944.65,Completed
PO018076,PO018076-L2,S039,P0117,2023-02-07,2023-02-12,2023-02-14,432,374,8254.39,8004.28,Completed
PO018076,PO018076-L3,S039,P0193,2023-02-07,2023-02-12,2023-02-14,933,890,844.44,912.76,Completed
PO018076,PO018076-L4,S039,P0131,2023-02-07,2023-02-12,2023-02-14,428,389,2845.92,2729.81,Completed
PO018076,PO018076-L5,S039,P0198,2023-02-07,2023-02-12,2023-02-14,280,246,943.61,926.67,Completed
PO018077,PO018077-L1,S039,P0117,2023-02-08,2023-02-09,2023-03-06,1142,1026,8382.07,8568.81,Completed
PO018077,PO018077-L2,S039,P0108,2023-02-08,2023-02-09,2023-03-06,1436,1402,384.87,388.15,Completed
PO018077,PO018077-L3,S039,P0133,2023-02-08,2023-02-09,2023-03-06,342,310,21077.55,20734.14,Completed
PO018077,PO018077-L4,S039,P0131,2023-02-08,2023-02-09,2023-03-06,206,178,2928.97,3457.91,Completed
PO018077,PO018077-L5,S039,P0029,2023-02-08,2023-02-09,2023-03-06,1035,948,2087.82,2061.08,Completed
PO018078,PO018078-L1,S039,P0105,2023-02-08,2023-02-11,2023-02-14,355,260,1988.36,1864.64,Completed
PO018078,PO018078-L2,S039,P0029,2023-02-08,2023-02-11,2023-02-14,1242,1094,2035.42,1985.37,Completed
PO018079,PO018079-L1,S039,P0198,2023-02-10,2023-02-12,2023-02-11,1486,1338,971.58,1008.92,Completed
PO018079,PO018079-L2,S039,P0108,2023-02-10,2023-02-12,2023-02-11,464,383,386.12,381.5,Completed
PO018080,PO018080-L1,S039,P0029,2023-02-12,2023-02-13,2023-02-14,638,558,2056.84,2139.86,Completed
PO018080,PO018080-L2,S039,P0108,2023-02-12,2023-02-13,2023-02-14,1141,1008,373.05,386.9,Completed
PO018080,PO018080-L3,S039,P0133,2023-02-12,2023-02-13,2023-02-14,291,254,21224.14,21759.29,Completed
PO018081,PO018081-L1,S039,P0022,2023-02-12,2023-02-19,2023-02-26,1425,1241,9461.29,9179.45,Completed
PO018081,PO018081-L2,S039,P0198,2023-02-12,2023-02-19,2023-02-26,368,273,960.38,1157.97,Completed
PO018082,PO018082-L1,S039,P0105,2023-02-13,2023-02-21,2023-02-21,1053,907,2021.13,1968.12,Completed
PO018082,PO018082-L2,S039,P0108,2023-02-13,2023-02-21,2023-02-21,1037,973,366.85,371.29,Completed
PO018083,PO018083-L1,S039,P0131,2023-02-14,2023-02-16,2023-03-11,1317,1160,2900.79,2828.88,Completed
PO018083,PO018083-L2,S039,P0133,2023-02-14,2023-02-16,2023-03-11,1336,1248,20598.22,18694.22,Completed
PO018084,PO018084-L1,S039,P0022,2023-02-14,2023-02-21,2023-02-28,884,742,9203.04,8892.71,Completed
PO018085,PO018085-L1,S039,P0022,2023-02-15,2023-02-20,2023-02-18,1404,1195,9133.58,9026.5,Completed
PO018086,PO018086-L1,S039,P0029,2023-02-17,2023-02-22,2023-02-28,292,251,2043.53,1971.71,Completed
PO018087,PO018087-L1,S039,P0108,2023-02-18,2023-02-20,2023-02-21,194,182,372.5,369.67,Completed
PO018087,PO018087-L2,S039,P0117,2023-02-18,2023-02-20,2023-02-21,772,703,8618.33,8810.24,Completed
PO018088,PO018088-L1,S039,P0108,2023-02-19,2023-02-24,,281,0,365.98,,Open
PO018088,PO018088-L2,S039,P0105,2023-02-19,2023-02-24,,1427,0,1994.63,,Open
PO018088,PO018088-L3,S039,P0029,2023-02-19,2023-02-24,,1377,0,2027.11,,Open
PO018088,PO018088-L4,S039,P0133,2023-02-19,2023-02-24,,1451,0,20481.53,,Open
PO018088,PO018088-L5,S039,P0117,2023-02-19,2023-02-24,,1219,0,8573.45,,Open
PO018089,PO018089-L1,S039,P0198,2023-02-20,2023-03-01,2023-02-28,1159,966,934.55,901.75,Completed
PO018089,PO018089-L2,S039,P0029,2023-02-20,2023-03-01,2023-02-28,367,338,2070.95,2091.34,Completed
PO018089,PO018089-L3,S039,P0108,2023-02-20,2023-03-01,2023-02-28,1095,909,382.98,365.46,Completed
PO018090,PO018090-L1,S039,P0198,2023-02-20,2023-03-06,2023-03-24,68,55,935.91,939.63,Completed
PO018090,PO018090-L2,S039,P0105,2023-02-20,2023-03-06,2023-03-24,632,525,2012.67,2133.62,Completed
PO018090,PO018090-L3,S039,P0131,2023-02-20,2023-03-06,2023-03-24,613,537,2948.47,3115.1,Completed
PO018090,PO018090-L4,S039,P0193,2023-02-20,2023-03-06,2023-03-24,870,824,814.23,808.66,Completed
PO018090,PO018090-L5,S039,P0117,2023-02-20,2023-03-06,2023-03-24,1407,1073,8631.17,8244.04,Completed
PO018090,PO018090-L6,S039,P0029,2023-02-20,2023-03-06,2023-03-24,1118,1118,2111.08,2133.76,Completed
PO018090,PO018090-L7,S039,P0022,2023-02-20,2023-03-06,2023-03-24,1127,1021,9578.83,9542.46,Completed
PO018091,PO018091-L1,S039,P0108,2023-02-21,2023-02-28,2023-03-02,395,348,372.46,372.61,Completed
PO018091,PO018091-L2,S039,P0029,2023-02-21,2023-02-28,2023-03-02,634,550,2131.3,2278.87,Completed
PO018092,PO018092-L1,S039,P0117,2023-02-22,2023-02-23,2023-03-26,1368,1152,8187.14,8408.44,Completed
PO018093,PO018093-L1,S039,P0133,2023-02-23,2023-02-25,,383,0,20650.09,,Cancelled
PO018093,PO018093-L2,S039,P0117,2023-02-23,2023-02-25,,935,0,8198.16,,Cancelled
PO018093,PO018093-L3,S039,P0198,2023-02-23,2023-02-25,,1270,0,966.14,,Cancelled
PO018093,PO018093-L4,S039,P0022,2023-02-23,2023-02-25,,379,0,9371.17,,Cancelled
PO018093,PO018093-L5,S039,P0131,2023-02-23,2023-02-25,,1364,0,2956.43,,Cancelled
PO018093,PO018093-L6,S039,P0193,2023-02-23,2023-02-25,,1254,0,842.14,,Cancelled
PO018094,PO018094-L1,S039,P0131,2023-02-24,2023-03-07,2023-03-09,139,111,2966.78,2904.55,Completed
PO018095,PO018095-L1,S039,P0198,2023-02-24,2023-03-02,2023-03-20,387,333,930.5,920.13,Completed
PO018095,PO018095-L2,S039,P0193,2023-02-24,2023-03-02,2023-03-20,1166,928,822.36,780.46,Completed
PO018095,PO018095-L3,S039,P0022,2023-02-24,2023-03-02,2023-03-20,775,678,9207.0,9011.56,Completed
PO018095,PO018095-L4,S039,P0133,2023-02-24,2023-03-02,2023-03-20,848,737,21561.62,21511.39,Completed
PO018095,PO018095-L5,S039,P0105,2023-02-24,2023-03-02,2023-03-20,210,180,2028.56,2036.64,Completed
PO018096,PO018096-L1,S039,P0131,2023-02-25,2023-02-26,2023-02-25,807,717,2884.35,2820.39,Completed
PO018096,PO018096-L2,S039,P0117,2023-02-25,2023-02-26,2023-02-25,105,90,8269.23,8615.44,Completed
PO018096,PO018096-L3,S039,P0108,2023-02-25,2023-02-26,2023-02-25,1196,949,376.2,389.87,Completed
PO018096,PO018096-L4,S039,P0029,2023-02-25,2023-02-26,2023-02-25,947,811,2118.79,2165.29,Completed
PO018096,PO018096-L5,S039,P0133,2023-02-25,2023-02-26,2023-02-25,1215,1015,21231.74,27037.96,Completed
PO018096,PO018096-L6,S039,P0198,2023-02-25,2023-02-26,2023-02-25,893,804,950.52,910.51,Completed
PO018096,PO018096-L7,S039,P0193,2023-02-25,2023-02-26,2023-02-25,1115,857,812.77,766.57,Completed
PO018097,PO018097-L1,S039,P0022,2023-02-25,2023-03-05,2023-03-08,1231,1131,9290.56,9570.46,Completed
PO018097,PO018097-L2,S039,P0198,2023-02-25,2023-03-05,2023-03-08,139,118,941.88,964.74,Completed
PO018098,PO018098-L1,S039,P0131,2023-02-27,2023-03-04,2023-03-03,1380,1063,2911.53,2806.91,Completed
PO018098,PO018098-L2,S039,P0193,2023-02-27,2023-03-04,2023-03-03,60,57,851.13,824.96,Completed
PO018098,PO018098-L3,S039,P0108,2023-02-27,2023-03-04,2023-03-03,204,164,381.47,389.45,Completed
PO018099,PO018099-L1,S039,P0105,2023-03-01,2023-03-07,2023-03-06,689,586,2005.22,1947.96,Completed
PO018099,PO018099-L2,S039,P0108,2023-03-01,2023-03-07,2023-03-06,927,643,379.08,394.92,Completed
PO018099,PO018099-L3,S039,P0117,2023-03-01,2023-03-07,2023-03-06,302,277,8282.0,8808.42,Completed
PO018099,PO018099-L4,S039,P0029,2023-03-01,2023-03-07,2023-03-06,414,369,2082.37,2139.41,Completed
PO018099,PO018099-L5,S039,P0193,2023-03-01,2023-03-07,2023-03-06,607,486,839.89,833.63,Completed
PO018099,PO018099-L6,S039,P0133,2023-03-01,2023-03-07,2023-03-06,609,518,21362.98,21112.82,Completed
PO018099,PO018099-L7,S039,P0022,2023-03-01,2023-03-07,2023-03-06,908,795,9120.76,9118.86,Completed
PO018100,PO018100-L1,S039,P0131,2023-03-02,2023-03-08,2023-03-10,71,62,2848.05,2830.25,Completed
PO018100,PO018100-L2,S039,P0029,2023-03-02,2023-03-08,2023-03-10,798,617,2055.71,2145.96,Completed
PO018100,PO018100-L3,S039,P0133,2023-03-02,2023-03-08,2023-03-10,265,224,21594.29,22032.55,Completed
PO018100,PO018100-L4,S039,P0117,2023-03-02,2023-03-08,2023-03-10,556,444,8621.29,9145.61,Completed
PO018101,PO018101-L1,S039,P0198,2023-03-03,2023-03-10,2023-03-07,1171,1090,943.54,1025.12,Completed
PO018101,PO018101-L2,S039,P0117,2023-03-03,2023-03-10,2023-03-07,738,583,8314.04,8061.92,Completed
PO018101,PO018101-L3,S039,P0105,2023-03-03,2023-03-10,2023-03-07,761,702,1951.04,1986.99,Completed
PO018101,PO018101-L4,S039,P0193,2023-03-03,2023-03-10,2023-03-07,1240,1018,811.87,852.98,Completed
PO018101,PO018101-L5,S039,P0029,2023-03-03,2023-03-10,2023-03-07,1311,1157,2069.78,2208.25,Completed
PO018101,PO018101-L6,S039,P0131,2023-03-03,2023-03-10,2023-03-07,1365,1214,3003.44,3028.47,Completed
PO018102,PO018102-L1,S039,P0193,2023-03-05,2023-03-10,2023-03-11,1074,1011,850.16,820.88,Completed
PO018102,PO018102-L2,S039,P0133,2023-03-05,2023-03-10,2023-03-11,988,913,21253.4,20074.15,Completed
PO018102,PO018102-L3,S039,P0105,2023-03-05,2023-03-10,2023-03-11,539,389,2022.34,1971.31,Completed
